,0
0,0.5
1,2.9
2,5.299999999999999
3,1.0999999999999999
4,3.6999999999999997
5,3.5
6,1.2
7,2.3
8,4.199999999999999
9,8.7
10,7.499999999999999
11,11.7
12,12.899999999999999
13,2.9
14,2.3
15,5.599999999999999
16,8.799999999999999
17,1.5
18,3.0999999999999996
19,3.5
20,2.3
21,1.4
22,0.4
23,3.0999999999999996
24,1.5
25,6.8999999999999995
26,4.699999999999999
27,1.7
28,1.9
29,0.5
30,6.099999999999999
31,8.899999999999999
32,10.2
33,1.8
34,8.1
35,2.8
36,5.699999999999999
37,2.1999999999999997
38,9.6
39,13.799999999999999
40,15.899999999999999
41,15.999999999999998
42,16.6
43,12.799999999999999
44,15.699999999999998
45,13.399999999999999
46,15.799999999999999
47,13.7
48,16.2
49,8.299999999999999
50,12.2
51,2.5
52,6.3999999999999995
53,7.099999999999999
54,16.6
55,3.5
56,6.099999999999999
57,13.7
58,15.199999999999998
59,0.5
60,10.7
61,0.9999999999999999
62,10.7
63,15.999999999999998
64,14.999999999999998
65,14.999999999999998
66,15.499999999999998
67,7.599999999999999
68,14.499999999999998
69,15.199999999999998
70,8.299999999999999
71,16.5
72,3.0999999999999996
73,13.599999999999998
74,7.699999999999999
75,10.499999999999998
76,11.999999999999998
77,12.099999999999998
78,5.299999999999999
79,2.1999999999999997
80,8.1
81,7.999999999999999
82,1.4
83,11.299999999999999
84,5.799999999999999
85,7.299999999999999
86,4.299999999999999
87,11.499999999999998
88,16.2
89,2.3
90,6.499999999999999
91,2.1999999999999997
92,10.799999999999999
93,1.9
94,8.999999999999998
95,7.699999999999999
96,5.299999999999999
97,6.799999999999999
98,4.199999999999999
