,dt,lat,lon,sog,cog,heading,nav_status,distance,travel_time
0,2020-01-01 03:19:57,60.79137333333333,5.075418333333333,1.600000023841858,257.29998779296875,260.0,0.0,0.0,0.0
1,2020-01-03 01:22:23,60.791113333333335,5.073146666666666,0.0,67.9000015258789,333.0,0.0,11.302,0.1
2,2020-01-03 03:06:27,60.91836666666666,4.710353333333333,12.300000190734863,323.3999938964844,317.0,0.0,18.619,1.513739813924963
3,2020-01-03 03:06:36,60.91876666666667,4.709671666666667,12.5,320.79998779296875,317.0,0.0,15.196,1.2156799999999999
4,2020-01-03 03:07:26,60.92100666666666,4.705773333333333,12.600000381469728,317.0,316.0,0.0,41.115,3.2630951393038083
5,2020-01-05 08:09:57,59.11346,5.488435,14.800000190734863,300.70001220703125,301.0,0.0,0.127,0.00858108097049248
6,2020-01-06 01:24:30,61.39932666666667,4.98914,15.199999809265137,320.20001220703125,321.0,0.0,28.269,1.859802654916395
7,2020-01-07 00:15:49,63.250506666666666,8.061698333333334,15.0,60.09999847412109,62.0,0.0,29.758,1.9838666666666667
8,2020-01-07 00:16:25,63.25174,8.066528333333334,14.899999618530272,60.29999923706055,61.0,0.0,69.442,4.6605370320707245
9,2020-01-07 04:13:43,63.872886666666666,9.37472,14.300000190734863,24.799999237060547,27.0,0.0,400.553,28.01069892708973
10,2020-01-07 04:14:24,63.87536,9.377325,14.300000190734863,25.200000762939453,27.0,0.0,551.33,38.55454494030099
11,2020-01-07 05:05:49,64.06371333333334,9.593583333333331,14.800000190734863,22.5,26.0,0.0,0.132,0.008918918803976435
12,2020-01-07 05:19:11,64.11331333333334,9.64553,14.300000190734863,26.600000381469727,27.0,0.0,15.27,1.0678321535893132
13,2020-01-07 05:19:40,64.11509333333333,9.647591666666669,14.600000381469728,27.299999237060547,28.0,0.0,38.125,2.611301301634767
14,2020-01-07 05:49:25,64.21904,9.777458333333334,14.600000381469728,28.700000762939453,27.0,0.0,32.132,2.2008218603050054
15,2020-01-07 06:53:53,64.40737333333334,10.161023333333333,13.899999618530272,43.0,46.0,0.0,0.089,0.006402877873561445
16,2020-01-07 06:54:36,64.40936,10.165358333333334,14.100000381469728,41.5,45.0,0.0,0.051,0.003617021178738717
17,2020-01-07 06:55:06,64.41077333333334,10.168495,14.199999809265137,44.59999847412109,44.0,0.0,0.261,0.018380281937025393
18,2020-01-07 10:57:25,65.07584,11.77424,15.100000381469728,33.099998474121094,35.0,0.0,55.325,3.663907192207306
19,2020-01-07 11:41:14,65.2416,11.91744,14.899999618530272,24.39999961853028,27.0,0.0,30.921,2.0752349524590143
20,2020-01-07 14:21:23,65.80700666666667,12.341338333333333,14.199999809265137,15.300000190734863,17.0,0.0,468.662,33.00436664049883
21,2020-01-07 14:22:24,65.81080666666666,12.343883333333334,14.300000190734863,15.300000190734863,17.0,0.0,0.003,0.00020979020699200655
22,2020-01-07 14:22:29,65.81112,12.34408,14.300000190734863,15.199999809265137,17.0,0.0,0.003,0.00020979020699200655
23,2020-01-07 14:27:34,65.83101333333333,12.356826666666668,14.699999809265137,14.899999618530272,17.0,0.0,0.001,6.802721176701776e-05
24,2020-01-07 14:35:28,65.86330666666667,12.36704,14.800000190734863,359.20001220703125,0.0,0.0,0.0,0.0
25,2020-01-07 14:51:17,65.92538666666667,12.393253333333334,15.199999809265137,30.799999237060547,32.0,0.0,0.002,0.00013157894901951928
26,2020-01-07 16:29:32,66.02501333333333,12.667253333333331,0.0,294.70001220703125,238.0,0.0,0.003,0.1
27,2020-01-07 16:38:11,66.02498666666666,12.667226666666666,0.0,294.70001220703125,238.0,0.0,0.001,0.1
28,2020-01-07 22:58:47,66.02592666666666,12.671465,0.0,93.6999969482422,60.0,0.0,2.868,0.1
29,2020-01-07 23:01:55,66.02592666666666,12.671445,0.0,93.6999969482422,60.0,0.0,25.936,0.1
30,2020-01-07 23:28:54,66.02592,12.67144,0.0,93.6999969482422,60.0,0.0,0.167,0.1
31,2020-01-07 23:29:26,66.02592666666666,12.671473333333331,0.0,93.6999969482422,60.0,0.0,15.213,0.1
32,2020-01-07 23:32:58,66.02592,12.671391666666668,0.0,93.6999969482422,60.0,0.0,30.22,0.1
33,2020-01-07 23:33:28,66.02594666666667,12.671396666666666,0.0,93.6999969482422,60.0,0.0,0.393,0.1
34,2020-01-08 00:34:37,66.02592,12.67144,0.0,93.6999969482422,60.0,0.0,332.222,0.1
35,2020-01-08 00:34:56,66.02589333333333,12.67144,0.0,93.6999969482422,60.0,0.0,11.902,0.1
36,2020-01-08 00:42:42,66.02592,12.67144,0.0,93.6999969482422,60.0,0.0,165.522,0.1
37,2020-01-08 00:51:26,66.02592,12.671458333333334,0.0,93.6999969482422,60.0,0.0,40.102,0.1
38,2020-01-08 00:51:27,66.02592,12.671458333333334,0.0,93.6999969482422,60.0,0.0,105.202,0.1
39,2020-01-08 00:53:07,66.0259,12.671451666666666,0.0,93.6999969482422,60.0,0.0,87.777,0.1
40,2020-01-08 01:06:57,66.02592666666666,12.671423333333331,0.0,93.6999969482422,60.0,0.0,609.353,0.1
41,2020-01-08 01:07:08,66.02592,12.671451666666666,0.0,93.6999969482422,60.0,0.0,0.175,0.1
42,2020-01-08 04:18:01,66.02552,12.60824,11.0,243.8999938964844,241.0,0.0,33.7,3.063636363636364
43,2020-01-08 05:28:51,65.81891333333333,12.346631666666667,14.100000381469728,196.8000030517578,194.0,0.0,25.0,1.77304959742094
44,2020-01-08 05:29:14,65.81748,12.345576666666666,14.100000381469728,196.8999938964844,194.0,0.0,15.796,1.1202836576344466
45,2020-01-08 06:04:43,65.6868,12.250186666666666,13.199999809265137,202.8000030517578,200.0,0.0,17.282,1.3092424431604681
46,2020-01-08 07:20:00,65.44933333333333,11.93472,12.699999809265137,202.5,202.0,0.0,4.338,0.34157480827954523
47,2020-01-08 07:21:01,65.44601333333334,11.931848333333331,12.699999809265137,196.8999938964844,196.0,0.0,2.385,0.18779527841095328
48,2020-01-09 11:58:40,64.63123333333333,10.575611666666669,10.5,238.3000030517578,231.0,0.0,745.292,70.98019047619047
49,2020-01-09 11:58:51,64.63102,10.57476,11.800000190734863,244.6000061035156,231.0,0.0,256.177,21.709914903318843
50,2020-01-09 21:44:58,63.100213333333336,7.681866666666667,9.100000381469728,172.8000030517578,172.0,0.0,137.508,15.110768597329585
51,2020-01-09 22:14:47,63.05784,7.670656666666667,0.4000000059604645,199.8000030517578,191.0,0.0,60.646,151.6149977407605
52,2020-01-10 03:07:18,63.09315333333333,7.719593333333333,14.399999618530272,58.20000076293945,59.0,0.0,161.843,11.23909751995663
53,2020-01-10 12:07:20,63.09206,7.483988333333333,14.399999618530272,228.5,227.0,0.0,95.991,6.66604184325647
54,2020-01-10 20:04:21,62.087653333333336,5.1106066666666665,13.399999618530272,148.5,150.0,0.0,32.579,2.431268725929509
55,2020-01-10 22:15:54,61.73406,4.96901,12.699999809265137,206.6000061035156,203.0,0.0,0.136,0.010708661578150796
56,2020-01-13 06:49:32,60.38771333333333,5.160905,16.200000762939453,351.20001220703125,352.0,0.0,79.345,4.897839275508962
57,2020-01-14 00:27:18,62.47626666666667,6.098141666666667,14.899999618530272,50.20000076293945,52.0,0.0,16.403,1.1008725114060092
58,2020-01-14 00:52:48,62.56692,6.196485,14.899999618530272,44.59999847412109,48.0,0.0,138.928,9.32402708435128
59,2020-01-14 01:34:16,62.68574,6.451513333333334,14.800000190734863,36.70000076293945,38.0,0.0,310.145,20.9557429731763
60,2020-01-14 02:06:58,62.79986,6.61416,15.199999809265137,31.799999237060547,34.0,0.0,0.047,0.0030921053019587028
61,2020-01-14 03:40:39,63.03948666666667,7.229333333333333,14.600000381469728,65.5,67.0,0.0,222.106,15.212739328547977
62,2020-01-14 03:40:56,63.03998,7.231593333333333,14.699999809265137,65.30000305175781,66.0,0.0,4.757,0.32360544637570343
63,2020-01-14 05:16:49,63.10386,7.772806666666667,0.4000000059604645,51.79999923706055,270.0,0.0,325.751,814.3774878648297
64,2020-01-14 20:22:02,63.036,7.203475,13.5,238.3000030517578,236.0,0.0,44.861,3.323037037037037
65,2020-01-14 23:06:40,62.590446666666665,6.251621666666667,13.399999618530272,226.1000061035156,225.0,0.0,16.337,1.2191791391850697
66,2020-01-15 11:47:44,61.57694,4.954903333333333,12.600000381469728,142.8000030517578,138.0,5.0,314.684,24.974919878795564
67,2020-01-17 02:09:19,60.17143333333333,5.24168,14.0,329.8999938964844,330.0,0.0,0.279,0.01992857142857143
68,2020-01-17 12:05:03,60.67912666666667,4.844673333333334,16.200000762939453,338.20001220703125,341.0,0.0,94.973,5.862530588101489
69,2020-01-19 02:52:23,58.92454666666666,5.596091666666666,0.0,1.7000000476837158,280.0,0.0,0.304,0.1
70,2020-01-25 03:26:54,59.01202666666666,5.548746666666666,14.0,357.29998779296875,358.0,0.0,23.518,1.679857142857143
71,2020-01-26 01:58:34,60.74532,4.785068333333333,14.300000190734863,340.20001220703125,342.0,0.0,6.082,0.4253146796417946
72,2020-01-26 03:41:44,60.8032,5.060536666666667,0.0,227.6999969482422,141.0,0.0,0.222,0.1
73,2020-01-27 04:04:19,62.12770666666667,5.062725,13.399999618530272,328.5,330.0,0.0,13.198,0.9849254011730766
74,2020-01-27 08:50:33,62.69523333333333,6.459693333333333,14.699999809265137,33.400001525878906,34.0,0.0,28.022,1.9062585281353712
75,2020-01-27 10:03:58,62.940306666666665,6.80792,14.0,33.599998474121094,33.0,0.0,0.305,0.021785714285714287
76,2020-01-27 10:04:16,62.94134,6.809358333333333,14.0,32.599998474121094,33.0,0.0,0.218,0.015571428571428571
77,2020-01-27 21:10:34,63.28026,8.19161,15.0,53.900001525878906,56.0,0.0,106.515,7.101
78,2020-01-27 21:46:29,63.37506666666667,8.441998333333334,14.300000190734863,59.900001525878906,61.0,0.0,19.664,1.3751048767636056
79,2020-01-28 00:04:16,63.70008,9.266116666666669,14.800000190734863,8.300000190734863,8.0,0.0,66.021,4.460878320888851
80,2020-01-28 00:04:23,63.70048,9.266236666666666,14.800000190734863,8.199999809265137,8.0,0.0,0.439,0.029662161779891328
81,2020-01-28 00:05:10,63.70377333333333,9.267261666666666,14.800000190734863,7.800000190734863,8.0,0.0,0.036,0.002432432401084482
82,2020-01-28 01:40:20,64.07042,9.585655,14.300000190734863,28.5,29.0,0.0,2.293,0.16034964821089034
83,2020-01-28 01:40:52,64.07216666666666,9.587753333333334,14.300000190734863,27.700000762939453,29.0,0.0,3.631,0.25391608052932524
84,2020-01-28 02:07:45,64.16776,9.708823333333331,14.899999618530272,30.299999237060547,29.0,0.0,7.025,0.4714765221378538
85,2020-01-28 02:08:01,64.16876,9.710173333333334,14.800000190734863,30.39999961853028,29.0,0.0,16.688,1.1275675530360512
86,2020-01-28 02:08:04,64.16876,9.710173333333334,14.800000190734863,30.39999961853028,29.0,0.0,0.003,0.00020270270009037353
87,2020-01-28 02:34:34,64.26073333333333,9.83041,14.399999618530272,39.20000076293945,41.0,0.0,0.219,0.015208333736216592
88,2020-01-28 02:36:34,64.26684666666667,9.842073333333332,14.399999618530272,39.0,41.0,0.0,0.001,6.944444628409404e-05
89,2020-01-28 03:44:57,64.46076666666667,10.281011666666666,13.800000190734863,46.0,48.0,0.0,0.001,7.246376711439372e-05
90,2020-01-28 04:13:10,64.53350666666667,10.46856,13.600000381469728,44.20000076293945,45.0,0.0,0.002,0.00014705881940452295
91,2020-01-28 04:52:24,64.64530666666667,10.722335,14.100000381469728,46.900001525878906,50.0,0.0,0.004,0.0002836879355873504
92,2020-01-28 04:53:06,64.64713333333333,10.72684,14.0,46.79999923706055,49.0,0.0,0.003,0.0002142857142857143
93,2020-01-28 06:59:45,64.97077333333333,11.57422,14.300000190734863,54.400001525878906,55.0,0.0,733.04,51.26153777780682
