,dt,lat,lon,sog,cog,heading,nav_status,distance,travel_time
94,2020-01-28 07:25:01,65.04197333333333,11.7216,14.199999809265137,33.20000076293945,35.0,0.0,132.726,9.34690153399859
95,2020-01-28 07:25:02,65.04198666666667,11.721608333333334,14.199999809265137,33.20000076293945,35.0,0.0,91.291,6.428943748325613
96,2020-01-28 07:47:54,65.12034666666666,11.816106666666666,14.300000190734863,15.199999809265137,17.0,0.0,24.288,1.6984615158072849
97,2020-01-28 08:17:28,65.22752,11.911786666666666,14.5,21.799999237060547,24.0,0.0,0.058,0.004
98,2020-01-28 08:47:26,65.33664,12.02784,14.399999618530272,28.0,30.0,0.0,0.327,0.02270833393489875
99,2020-01-28 09:29:20,65.46901333333334,11.96176,14.399999618530272,28.200000762939453,31.0,0.0,7.294,0.5065277911961819
100,2020-01-28 11:15:44,65.85176,12.365946666666666,14.199999809265137,0.699999988079071,3.0,0.0,28.561,2.0113380551853726
101,2020-01-28 11:24:40,65.88688,12.36648,14.5,1.899999976158142,6.0,0.0,3.348,0.23089655172413792
102,2020-01-28 11:25:41,65.89089333333334,12.366873333333332,14.5,2.0,6.0,0.0,297.966,20.54937931034483
103,2020-01-28 11:34:31,65.92568,12.393093333333333,14.899999618530272,29.89999961853028,32.0,0.0,121.182,8.133020342449736
104,2020-01-28 11:35:32,65.92930666666666,12.39808,15.0,30.39999961853028,33.0,0.0,0.045,0.003
105,2020-01-28 12:25:09,66.02533333333334,12.66368,0.800000011920929,165.5,274.0,0.0,0.371,0.4637499930895866
106,2020-01-29 11:57:49,65.94300666666666,12.412776666666666,14.399999618530272,210.0,208.0,0.0,43.763,3.039097302730807
107,2020-01-29 11:58:11,65.94164,12.410881666666668,14.5,210.3000030517578,209.0,0.0,0.22,0.015172413793103448
108,2020-01-29 13:13:46,65.65010666666667,12.216693333333334,14.5,198.6000061035156,196.0,0.0,12.18,0.84
109,2020-01-29 14:09:53,65.45632,11.94448,13.800000190734863,207.1999969482422,205.0,0.0,0.129,0.00934782595775679
110,2020-01-29 14:55:25,65.31670666666666,12.002131666666669,14.5,207.6999969482422,205.0,0.0,0.0,0.0
111,2020-01-29 15:34:44,65.1756,11.849146666666666,14.600000381469728,201.0,194.0,0.0,11.799,0.8081506638160949
112,2020-01-29 15:44:22,65.13794666666666,11.825813333333333,14.100000381469728,192.8000030517578,189.0,0.0,0.885,0.06276595574870127
113,2020-01-29 15:50:06,65.11712,11.81424,14.100000381469728,193.3000030517578,189.0,0.0,30.278,2.1473758284284488
114,2020-01-30 00:00:02,63.62614666666666,9.27525,14.199999809265137,192.1000061035156,186.0,0.0,12.125,0.8538732509058731
115,2020-01-30 00:00:20,63.625,9.274626666666666,14.100000381469728,192.6999969482422,186.0,0.0,17.41,1.2347517396439425
116,2020-01-30 00:40:08,63.50774666666667,9.115721666666667,13.300000190734863,238.1000061035156,237.0,0.0,0.296,0.022255638778576975
117,2020-01-30 02:36:44,63.375346666666665,8.411331666666667,6.900000095367432,233.0,231.0,0.0,54.063,7.835217283010936
118,2020-01-30 04:09:54,63.21096,7.885158333333333,14.399999618530272,243.3999938964844,242.0,0.0,10.551,0.7327083527434761
119,2020-01-30 04:10:06,63.21058,7.883593333333334,14.399999618530272,243.8999938964844,242.0,0.0,0.002,0.00013888889256818808
120,2020-01-30 04:10:13,63.21037333333334,7.882685,14.399999618530272,243.8000030517578,242.0,0.0,9.802,0.6806944624766896
121,2020-01-30 04:10:48,63.20933333333333,7.878036666666667,14.399999618530272,243.6999969482422,241.0,0.0,12.763,0.8863194679238922
122,2020-01-30 20:02:25,62.98231333333333,6.903918333333333,13.600000381469728,243.5,241.0,0.0,13.318,0.9792646784147183
123,2020-01-30 21:12:48,62.75663333333333,6.550628333333333,14.399999618530272,211.3000030517578,209.0,0.0,15.075,1.0468750277327175
124,2020-02-03 14:54:40,62.09801333333333,5.0998866666666665,14.800000190734863,343.20001220703125,343.0,0.0,46.552,3.145405364869023
125,2020-02-03 22:50:13,63.11872,7.573343333333334,14.100000381469728,56.79999923706055,57.0,0.0,3.916,0.277730488940016
126,2020-02-04 18:25:22,63.05231333333333,7.288343333333334,12.699999809265137,261.20001220703125,260.0,0.0,0.448,0.035275591080967325
127,2020-02-04 20:00:18,62.86123333333333,6.692548333333334,14.5,214.1999969482422,213.0,0.0,4.059,0.27993103448275863
128,2020-02-04 20:28:48,62.76499333333334,6.564173333333334,14.399999618530272,212.6000061035156,212.0,0.0,0.464,0.03222222307581963
129,2020-02-04 20:29:01,62.76436666666667,6.563321666666667,14.399999618530272,212.6999969482422,212.0,0.0,16.135,1.1204861407938573
130,2020-02-05 01:39:25,62.2166,5.144498333333333,11.699999809265137,241.1000061035156,241.0,0.0,717.296,61.30735142679054
131,2020-02-05 01:59:05,62.17089333333333,5.05999,11.800000190734863,168.1999969482422,168.0,0.0,0.816,0.06915254125510165
132,2020-02-05 11:46:25,61.61968,4.994398333333334,14.0,230.6999969482422,230.0,0.0,0.205,0.014642857142857141
133,2020-02-06 02:24:09,58.99969333333333,5.66546,0.0,153.10000610351562,22.0,0.0,25.213,0.1
134,2020-02-07 05:24:05,60.57823333333333,4.912533333333333,15.100000381469728,340.29998779296875,341.0,0.0,45.427,3.008410520025328
135,2020-02-08 01:39:55,60.79112,5.073123333333333,0.0,323.0,332.0,0.0,35.32,0.1
136,2020-02-08 05:06:02,60.84294666666667,4.776353333333334,14.100000381469728,262.0,258.0,0.0,0.047,0.003333333243151367
137,2020-02-08 05:06:14,60.84280666666667,4.77479,14.0,259.29998779296875,254.0,0.0,121.066,8.647571428571428
138,2020-02-08 07:09:50,60.43996,5.031951666666667,13.300000190734863,147.60000610351562,147.0,0.0,126.447,9.507293096738929
139,2020-02-08 07:27:27,60.3986,5.137951666666667,14.0,119.0999984741211,119.0,0.0,194.271,13.876499999999998
140,2020-02-13 04:45:26,61.67012666666667,4.9649133333333335,7.0,158.10000610351562,158.0,0.0,6.712,0.9588571428571429
141,2020-02-19 02:45:44,58.928313333333335,5.5882966666666665,0.0,195.6000061035156,269.0,0.0,470.921,0.1
142,2020-02-19 06:31:54,58.92830666666666,5.588288333333334,0.0,195.6000061035156,269.0,0.0,67.625,0.1
143,2020-02-20 06:49:34,58.928286666666665,5.588238333333333,0.0,195.6000061035156,269.0,0.0,234.992,0.1
144,2020-02-21 02:50:34,58.97308,5.754298333333334,0.0,219.5,291.0,2.0,0.873,0.1
145,2020-02-21 10:47:35,58.97309333333333,5.754273333333333,0.0,219.5,291.0,2.0,89.963,0.1
146,2020-03-12 02:54:37,59.08566,5.54299,7.300000190734863,324.70001220703125,323.0,2.0,238.452,32.66465668078235
147,2020-03-12 03:25:56,59.12347333333334,5.459303333333334,6.099999904632568,310.5,303.0,2.0,5.097,0.8355737835551682
148,2020-03-12 04:22:48,59.20601333333333,5.35248,7.699999809265137,354.70001220703125,353.0,2.0,0.201,0.026103896750509507
149,2020-03-27 03:31:56,59.77546666666667,5.558906666666667,13.0,18.100000381469727,18.0,0.0,42.946,3.3035384615384613
150,2020-03-27 11:29:56,60.41162666666666,5.017611666666666,0.0,269.79998779296875,10.0,0.0,0.148,0.1
151,2020-03-27 11:30:55,60.41166,5.017616666666667,0.0,269.79998779296875,10.0,0.0,0.049,0.1
152,2020-03-27 14:11:55,60.99259333333333,4.790405,14.699999809265137,52.79999923706055,53.0,0.0,0.057,0.003877551070720012
153,2020-03-30 02:25:14,62.64479333333333,6.393413333333333,14.300000190734863,38.70000076293945,40.0,0.0,196.371,13.732237579075774
154,2020-03-30 02:29:19,62.65808,6.414511666666667,14.699999809265137,35.70000076293945,36.0,0.0,0.45,0.030612245295157988
155,2020-03-30 15:03:30,63.10390666666667,7.773325,0.0,339.79998779296875,271.0,0.0,184.932,0.1
156,2020-03-30 23:46:11,63.12097333333333,7.771781666666667,0.5,172.89999389648438,230.0,0.0,85.671,171.342
157,2020-03-31 05:46:20,63.12060666666667,7.772716666666667,0.0,24.700000762939453,229.0,0.0,3.386,0.1
158,2020-03-31 19:06:23,61.70819333333333,4.960513333333333,14.800000190734863,178.8000030517578,177.0,0.0,49.474,3.3428377947570462
159,2020-04-01 04:43:39,61.6241,5.0047,12.300000190734863,243.3000030517578,240.0,0.0,3.824,0.3108943041220827
160,2020-04-01 06:24:57,61.292073333333335,4.95595,14.199999809265137,246.3999938964844,245.0,0.0,35.615,2.5080986252381585
161,2020-04-03 22:06:11,60.55979333333333,4.924366666666667,15.899999618530272,340.79998779296875,342.0,0.0,16.651,1.047232729527521
162,2020-04-03 23:30:23,60.89348,4.765906666666667,14.300000190734863,348.6000061035156,348.0,0.0,0.009,0.0006293706209760196
163,2020-04-04 11:07:34,61.59262,4.9504866666666665,14.699999809265137,178.60000610351562,176.0,0.0,0.003,0.00020408163530105325
164,2020-04-04 16:39:44,60.398046666666666,5.138898333333334,15.0,119.0,118.0,0.0,19.858,1.3238666666666667
165,2020-04-06 22:06:10,61.25502,4.919646666666667,15.800000190734863,349.20001220703125,351.0,0.0,0.473,0.029936708499368733
166,2020-04-07 02:06:36,61.610346666666665,5.070733333333333,0.0,128.60000610351562,244.0,0.0,149.706,0.1
167,2020-04-07 11:35:43,62.47424,6.06866,15.0,58.70000076293945,61.0,0.0,0.462,0.0308
168,2020-04-07 11:51:55,62.52446,6.152673333333333,15.800000190734863,13.0,14.0,0.0,152.439,9.648037858214101
169,2020-04-07 13:53:56,62.951413333333335,6.830823333333333,15.800000190734863,34.099998474121094,33.0,0.0,5.709,0.3613291095621482
170,2020-04-07 14:09:42,62.99118666666666,6.9485383333333335,16.100000381469727,69.4000015258789,72.0,0.0,36.131,2.2441614375105807
171,2020-04-07 14:47:37,63.05256666666666,7.2834,14.699999809265137,83.0999984741211,83.0,0.0,6.565,0.44659864525047155
172,2020-04-07 18:28:27,63.10388666666667,7.773211666666667,0.0,335.70001220703125,271.0,0.0,0.376,0.1
173,2020-04-07 22:36:40,63.1037,7.783041666666667,0.0,81.5,91.0,0.0,196.639,0.1
174,2020-04-07 22:37:51,63.10371333333333,7.783033333333333,0.0,81.5,90.0,0.0,0.35,0.1
175,2020-04-08 01:04:35,63.12602666666667,7.68096,16.100000381469727,5.400000095367432,6.0,0.0,0.339,0.02105590012222432
176,2020-04-08 01:35:53,63.212653333333336,7.916125,16.0,59.70000076293945,61.0,0.0,83.325,5.2078125
177,2020-04-08 02:15:21,63.3056,8.252801666666667,16.5,53.09999847412109,55.0,0.0,267.567,16.21618181818182
178,2020-04-08 03:08:35,63.42777333333333,8.6992,16.0,67.5,68.0,0.0,0.048,0.003
179,2020-04-08 03:54:48,63.50758666666667,9.12433,15.5,61.79999923706055,63.0,0.0,27.718,1.788258064516129
180,2020-04-08 04:31:48,63.63420666666666,9.26398,16.100000381469727,358.5,0.0,0.0,0.466,0.02894409869308712
181,2020-04-08 04:32:06,63.63555333333333,9.26389,16.200000762939453,358.20001220703125,359.0,0.0,440.04,27.162961683722525
182,2020-04-08 04:46:10,63.70023333333334,9.269253333333332,16.5,9.0,10.0,0.0,181.06,10.973333333333333
183,2020-04-08 04:47:22,63.705693333333336,9.27125,16.299999237060547,9.199999809265137,10.0,0.0,2.928,0.1796319102483602
184,2020-04-08 05:22:40,63.85466,9.357406666666666,16.100000381469727,27.600000381469727,26.0,0.0,0.529,0.03285714207863323
185,2020-04-08 05:23:04,63.85626,9.35924,16.0,27.0,26.0,0.0,5.253,0.3283125
186,2020-04-08 05:37:17,63.9128,9.422685,15.800000190734863,24.5,24.0,0.0,74.653,4.724873360683667
187,2020-04-08 06:12:48,64.05748,9.578185,16.399999618530273,27.200000762939453,26.0,0.0,204.4,12.463414924049724
188,2020-04-08 06:35:46,64.14971333333334,9.689311666666669,16.299999237060547,26.600000381469727,24.0,0.0,6.689,0.41036811736724094
189,2020-04-08 06:35:51,64.15018666666667,9.689846666666666,16.100000381469727,26.600000381469727,25.0,0.0,352.122,21.870931158813782
190,2020-04-08 06:36:16,64.15174,9.691705,16.600000381469727,28.0,23.0,0.0,8.725,0.5256023975601565
191,2020-04-08 06:58:40,64.24158,9.797833333333331,16.100000381469727,27.299999237060547,25.0,0.0,9.407,0.5842857004417822
192,2020-04-08 07:17:13,64.30044,9.924178333333334,16.600000381469727,44.0,40.0,0.0,8.01,0.48253010939333557
193,2020-04-08 07:53:55,64.41462666666666,10.186766666666667,15.600000381469728,47.400001525878906,45.0,0.0,6.053,0.3880128110246704
194,2020-04-08 11:10:00,64.8989,11.339198333333334,15.5,43.20000076293945,45.0,0.0,41.317,2.6656129032258065
195,2020-04-08 11:44:47,64.99341333333334,11.603105,15.100000381469728,25.200000762939453,26.0,0.0,0.046,0.003046357538934226
196,2020-04-08 11:45:04,64.99454666666666,11.604426666666669,15.199999809265137,26.299999237060547,28.0,0.0,32.055,2.108881605410345
197,2020-04-08 12:21:27,65.11774666666666,11.812398333333332,15.699999809265137,16.5,18.0,0.0,11.085,0.7060509639916265
198,2020-04-08 12:29:24,65.15074666666666,11.835066666666666,15.5,14.600000381469728,16.0,0.0,0.076,0.004903225806451613
199,2020-04-08 12:40:58,65.19802666666666,11.874533333333334,15.899999618530272,27.600000381469727,30.0,0.0,69.336,4.3607548216035195
200,2020-04-08 12:51:12,65.23776666666667,11.922566666666668,15.600000381469728,24.299999237060547,26.0,0.0,41.242,2.643717884070619
201,2020-04-08 12:51:17,65.23816666666667,11.92301,15.600000381469728,25.100000381469727,26.0,0.0,0.281,0.018012820072349642
202,2020-04-08 12:57:23,65.2624,11.948318333333331,15.800000190734863,23.200000762939453,24.0,0.0,6.677,0.42259493160736794
203,2020-04-08 12:58:12,65.26564666666667,11.951708333333332,15.600000381469728,23.799999237060547,25.0,0.0,0.76,0.048717947526639604
204,2020-04-08 13:18:54,65.34692666666666,12.042756666666667,15.800000190734863,31.700000762939453,34.0,0.0,0.109,0.006898734093934867
205,2020-04-08 13:19:02,65.34802666666667,12.0444,15.699999809265137,31.200000762939453,33.0,0.0,0.14,0.008917197560561814
206,2020-04-08 13:35:11,65.39695333333333,11.972506666666666,15.600000381469728,356.29998779296875,357.0,0.0,0.048,0.0030769230016825014
207,2020-04-08 13:40:02,65.41528,11.956106666666669,15.100000381469728,320.1000061035156,321.0,0.0,0.046,0.003046357538934226
208,2020-04-08 13:54:00,65.46805333333333,11.959276666666666,16.0,26.0,27.0,0.0,0.094,0.005875
209,2020-04-08 14:18:18,65.56004,12.085095,15.399999618530272,42.79999923706055,44.0,0.0,0.054,0.003506493593352023
210,2020-04-08 14:53:00,65.69048,12.25528,15.600000381469728,19.5,21.0,0.0,0.046,0.002948717876612397
211,2020-04-08 15:02:17,65.72775333333334,12.287095,15.699999809265137,16.600000381469727,17.0,0.0,0.04,0.002547770731589089
212,2020-04-08 15:02:54,65.73024666666667,12.28884,15.699999809265137,16.100000381469727,18.0,0.0,0.049,0.0031210191461966347
213,2020-04-08 15:03:23,65.73241333333333,12.290365,15.699999809265137,16.200000762939453,17.0,0.0,0.049,0.0031210191461966347
214,2020-04-08 15:49:40,65.92658666666667,12.392186666666667,15.699999809265137,30.600000381469727,32.0,0.0,0.095,0.006050955487524087
215,2020-04-08 15:54:05,65.94309333333334,12.416566666666666,15.699999809265137,31.89999961853028,32.0,0.0,0.047,0.00299363060961718
216,2020-04-08 15:54:17,65.94384,12.417691666666666,15.699999809265137,31.600000381469727,32.0,0.0,428.675,27.30414045909882
217,2020-04-08 16:15:48,66.01743333333333,12.571078333333332,16.700000762939453,50.900001525878906,52.0,0.0,9.992,0.5983233259590137
218,2020-04-08 16:16:54,66.02062,12.580846666666666,16.700000762939453,51.09999847412109,52.0,0.0,134.32,8.043113405005476
219,2020-04-09 12:17:38,65.92351333333333,12.38763,14.199999809265137,208.1999969482422,207.0,5.0,262.924,18.515774896591815
220,2020-04-09 12:30:27,65.87546666666667,12.365013333333334,14.600000381469728,181.6999969482422,177.0,5.0,29.764,2.038630083720845
221,2020-04-09 13:59:56,65.53776,12.045973333333333,14.899999618530272,212.5,210.0,5.0,0.147,0.009865772064663986
