,DateTime,TWD
0,2020-07-01 00:00:00,163.80296591605088
1,2020-07-01 00:00:00,163.80296591605088
2,2020-07-01 00:00:00,163.80296591605088
3,2020-07-01 10:00:00,164.8302698768149
4,2020-07-01 10:00:00,164.8302698768149
5,2020-07-01 10:00:00,164.8302698768149
6,2020-07-01 20:00:00,167.24120917214532
7,2020-07-01 20:00:00,167.24120917214532
8,2020-07-01 20:00:00,167.24120917214532
9,2020-07-02 06:00:00,168.22547682835284
10,2020-07-02 06:00:00,168.22547682835284
11,2020-07-02 06:00:00,168.22547682835284
12,2020-07-02 16:00:00,168.11542053236917
13,2020-07-02 16:00:00,168.11542053236917
14,2020-07-02 16:00:00,168.11542053236917
15,2020-07-03 02:00:00,168.45582606932612
16,2020-07-03 02:00:00,168.45582606932612
17,2020-07-03 02:00:00,168.45582606932612
18,2020-07-03 12:00:00,163.90766318357623
19,2020-07-03 12:00:00,163.90766318357623
20,2020-07-03 12:00:00,163.90766318357623
21,2020-07-03 22:00:00,157.86584774732637
22,2020-07-03 22:00:00,157.86584774732637
23,2020-07-03 22:00:00,157.86584774732637
24,2020-07-04 08:00:00,164.7189125211802
25,2020-07-04 08:00:00,164.7189125211802
26,2020-07-04 08:00:00,164.7189125211802
27,2020-07-04 18:00:00,148.48036341703198
28,2020-07-04 18:00:00,148.48036341703198
29,2020-07-04 18:00:00,148.48036341703198
30,2020-07-05 04:00:00,141.42248956278695
31,2020-07-05 04:00:00,141.42248956278695
32,2020-07-05 04:00:00,141.42248956278695
33,2020-07-05 14:00:00,144.811256867996
34,2020-07-05 14:00:00,144.811256867996
35,2020-07-05 14:00:00,144.811256867996
36,2020-07-06 00:00:00,139.3987053549955
37,2020-07-06 00:00:00,139.3987053549955
38,2020-07-06 00:00:00,139.3987053549955
39,2020-07-06 10:00:00,140.21039763070848
40,2020-07-06 10:00:00,140.21039763070848
41,2020-07-06 10:00:00,140.21039763070848
42,2020-07-06 20:00:00,142.39264747139396
43,2020-07-06 20:00:00,142.39264747139396
44,2020-07-06 20:00:00,142.39264747139396
45,2020-07-07 06:00:00,136.40145205073338
46,2020-07-07 06:00:00,136.40145205073338
47,2020-07-07 06:00:00,136.40145205073338
48,2020-07-07 16:00:00,132.1332584551564
49,2020-07-07 16:00:00,132.1332584551564
50,2020-07-07 16:00:00,132.1332584551564
51,2020-07-08 02:00:00,125.7983746863552
52,2020-07-08 02:00:00,125.7983746863552
53,2020-07-08 02:00:00,125.7983746863552
54,2020-07-08 12:00:00,123.69006752597976
55,2020-07-08 12:00:00,123.69006752597976
56,2020-07-08 12:00:00,123.69006752597976
57,2020-07-08 22:00:00,118.52516007212438
58,2020-07-08 22:00:00,118.52516007212438
59,2020-07-08 22:00:00,118.52516007212438
60,2020-07-09 08:00:00,112.84412968369952
61,2020-07-09 08:00:00,112.84412968369952
62,2020-07-09 08:00:00,112.84412968369952
63,2020-07-09 18:00:00,103.55477766208816
64,2020-07-09 18:00:00,103.55477766208816
65,2020-07-09 18:00:00,103.55477766208816
66,2020-07-10 04:00:00,94.8458581546434
67,2020-07-10 04:00:00,94.8458581546434
68,2020-07-10 04:00:00,94.8458581546434
69,2020-07-10 14:00:00,83.98400930774636
70,2020-07-10 14:00:00,83.98400930774636
71,2020-07-10 14:00:00,83.98400930774636
72,2020-07-11 00:00:00,53.81013901959875
73,2020-07-11 00:00:00,53.81013901959875
74,2020-07-11 00:00:00,53.81013901959875
75,2020-07-11 10:00:00,38.89722034634423
