,0
0,384.8022894603323
1,413.66881151983455
2,392.92042759455694
3,337.13065175853313
4,362.5439785862547
5,364.7945629843167
6,369.2531339252763
7,356.8004105915597
8,361.1952245964021
9,332.9103132668354
10,385.13605200069196
11,346.27827858625557
12,336.5069049527212
13,378.10226810424354
14,343.73076553851445
15,236.4245108510143
16,295.9606563999076
17,224.01812298777668
18,367.2737886358392
19,347.0857427698332
20,396.47123577606044
21,372.7499458948341
22,275.5444561750462
23,210.55858438076552
24,299.67961046471396
25,282.8752497751381
26,236.4129264125921
27,211.38858213791494
28,201.33579940613544
29,203.98881389529458
30,175.17404308118103
31,264.21345409940017
32,364.05300766259114
33,382.23160468173296
34,373.5637328586247
35,326.71798484778583
36,348.36536400484283
37,415.19875423201006
38,414.94527165013886
39,385.1313480166056
40,426.8150816824273
41,448.85324427467657
42,446.45165519487983
43,382.3746135608852
44,493.3039075011546
45,531.446421327261
46,530.7756786323805
47,512.1930966559036
48,534.450202565728
49,500.44074352513877
50,452.86565479704734
51,340.00413075415224
52,269.9141822186344
53,256.5742695629615
54,274.9824331065497
55,283.1065121540592
56,245.81630818726885
57,268.7187680638841
58,276.1874076337637
59,273.48278060424354
60,255.61775341328405
61,207.26514195110764
62,211.14024305811833
63,206.84416819649434
64,251.61970599631084
65,255.059986248847
66,294.14665321148533
67,341.0032253517068
68,409.80090880419715
69,420.5885730339011
70,448.6762326856545
71,390.0613059963099
72,386.4136548777672
73,356.9509803217251
74,347.9667982472327
75,252.80341184847808
76,228.29474147255527
77,237.9349869119002
78,234.2759528482465
79,321.3864187327023
80,414.958533106549
81,381.5751976937273
82,381.12259519718674
83,369.94042875345986
84,344.8403229935422
85,302.52633993888287
86,301.3980430350549
87,300.42586919972445
88,306.7960340175269
89,289.18021809271175
90,299.3181919684052
91,277.3464468231091
92,332.3258610816426
93,324.9690913976003
94,367.9663045952491
95,373.8591209121304
96,415.5934841962641
97,481.6825044741698
98,534.1781517758295
99,505.80861668012034
100,539.4618435366702
101,529.6110575645763
102,477.0581513434047
103,448.876536444879
104,437.9921674123602
105,420.22949482818217
106,372.873290625
107,328.57605742043455
108,308.38776668012014
109,289.3242224515687
110,303.59333093288774
111,297.0475838157287
112,287.6903217481544
113,272.9567386473708
114,284.5832263837648
115,291.0603401983395
116,297.8997663860699
117,276.1031366236165
118,253.1495060078406
119,241.033695473939
120,231.5894756284598
121,213.72022449838553
122,205.06712847094053
123,225.95974050968627
124,257.9773662419273
125,264.16201907864433
126,322.00919346171634
127,325.8495983337183
128,394.95011310539684
129,386.1005314172047
130,393.2315144315036
131,333.9453290417433
132,339.53752304543366
133,326.3400650196029
134,319.3569992158671
135,314.29183694072924
136,380.4536391143914
137,415.5406341559039
138,454.8458928217259
139,408.8919256688195
140,453.7515581007833
141,461.51531288053513
